CustomerID;Nationalite;Noms;Prenoms;Genre;Titre;Date_de_naissance;Age;Addresse;Ville;CodeDept;Departement;CodePostal;CodePays;Pays;Email;Telephone;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;NationalID;Poste;Employeur
1912;Eritrean;Goytiom;Eleleta;female;Mrs.;8/10/2004;20;56 boulevard Bryas;DAMMARIE-LES-LYS;IL;Île-de-France;77190;FR;France;EleletaGoytiom@cuvox.de;01.73.59.44.17;33;MasterCard;5594995536146660;01/01/2026;2040842623370 08;Inside order clerk;Wellby
1913;Igbo;Chiazagomekpere;Elechi;female;Mrs.;8/18/1941;83;65 rue Pierre De Coubertin;TOULOUSE;MP;Midi-Pyrénées;31400;FR;France;ElechiChiazagomekpere@teleworm.us;05.45.37.13.14;33;MasterCard;5347413226858340;01/09/2026;2410815590716 53;Video control engineer;I. Magnin
1914;German;Schaefer;Max;male;Mr.;4/11/1947;77;54 Rue Roussy;OLIVET;CE;Centre;45160;FR;France;MaxSchaefer@cuvox.de;02.37.62.11.73;33;MasterCard;5121512439861230;01/11/2026;1470462218561 91;Chiropractic doctor;Bettendorf's
1915;German;Schmid;Martina;female;Mrs.;6/2/1956;68;20 Avenue Millies Lacroix;ÉLANCOURT;IL;Île-de-France;78990;FR;France;MartinaSchmid@jourrapide.com;01.77.59.99.78;33;Visa;4556561048506050;01/10/2026;2560685323155 50;Biographer;Coconut's
1916;Australian;Cambage;Jasmine;female;Ms.;7/31/1951;73;79 route de Lyon;ISSY-LES-MOULINEAUX;IL;Île-de-France;92130;FR;France;JasmineCambage@superrito.com;01.49.81.36.43;33;MasterCard;5270743784523970;01/11/2028;2510752474969 29;Sewage treatment plant operator;Market Basket
1917;German;Papst;Martina;female;Mrs.;6/20/1939;85;60 rue Gontier-Patin;AIX-EN-PROVENCE;PA;Provence-Alpes-Côte d'Azur;13100;FR;France;MartinaPapst@einrot.com;04.25.61.17.02;33;Visa;4539220492184940;01/02/2028;2390685582894 37;Machine feeder;Wheels Discount Auto
1918;United_Kingdom;Barnes;Megan;female;Ms.;12/19/2000;23;94 rue Reine Elisabeth;MENTON;PA;Provence-Alpes-Côte d'Azur;6500;FR;France;MeganBarnes@dayrep.com;04.87.48.71.02;33;Visa;4485442336597640;01/05/2029;2001201502454 71;Insurance adjuster;Handy Dan
1919;Eritrean;Ali;Mulu;female;Ms.;2/26/1995;29;30 rue Nationale;PARIS;IL;Île-de-France;75004;FR;France;MuluAli@armyspy.com;01.98.63.86.12;33;Visa;4532102751479550;01/02/2028;2950200662229 20;Line repairer;FlowerTime
1920;Brazil;Rodrigues;Nicole;female;Ms.;6/6/1994;30;54 rue Clement Marot;PIERREFITTE-SUR-SEINE;IL;Île-de-France;93380;FR;France;NicoleAzevedoRodrigues@teleworm.us;01.71.92.80.21;33;MasterCard;5450248947114290;01/12/2025;2940618446054 94;Dishwasher;Acuserv
1921;Eritrean;Girmay;Rezene;male;Mr.;1/1/1960;64;32 Place Charles de Gaulle;VILLENEUVE-D'ASCQ;NP;Nord-Pas-de-Calais;59491;FR;France;RezeneGirmay@einrot.com;03.78.10.27.59;33;MasterCard;5252227180171200;01/09/2025;1600152612386 59;Electronic transcriber;Angel's
1922;Brazil;Ribeiro;Luan;male;Mr.;11/16/1985;38;72 rue Gontier-Patin;AIX-EN-PROVENCE;PA;Provence-Alpes-Côte d'Azur;13100;FR;France;LuanRochaRibeiro@superrito.com;04.88.39.50.60;33;Visa;4485945871717390;01/02/2029;1851100202833 29;Ticket taker;Las Vegas Yard Management
1923;French;Marcil;Vick;male;Mr.;10/28/1982;41;53 rue de Raymond Poincaré;NARBONNE;LN;Languedoc-Roussillon;11100;FR;France;VickMarcil@rhyta.com;04.90.66.88.19;33;MasterCard;5563744580728280;01/08/2028;1821026655769 94;Beautician;Suncoast Video
1924;Hispanic;Valentín;Amarilis;female;Dr.;6/20/1975;49;99 rue Charles Corbeau;FLEURY-LES-AUBRAIS;CE;Centre;45400;FR;France;AmarilisValentinAlejandro@rhyta.com;02.02.65.85.25;33;Visa;4556201783831240;01/12/2025;2750680082959 54;Mathematical technician;Hanover Shoe
1925;German;Koenig;Ute;female;Ms.;5/31/1981;43;71 Faubourg Saint Honoré;PARIS;IL;Île-de-France;75019;FR;France;UteKoenig@armyspy.com;01.91.17.78.28;33;Visa;4929776277524980;01/12/2027;2810572207444 23;Electrical and electronics repairer;Fedco
1926;Australian;Icely;Georgia;female;Mrs.;6/25/1967;57;18 Rue Frédéric Chopin;VICHY;AU;Auvergne;3200;FR;France;GeorgiaIcely@gustr.com;04.68.24.42.76;33;Visa;4929894902328170;01/02/2027;2670666765420 79;Placement counselor;The Happy Bear
1927;German;Drechsler;Paul;male;Mr.;9/12/1944;80;74 Cours Marechal-Joffre;DEUIL-LA-BARRE;IL;Île-de-France;95170;FR;France;PaulDrechsler@dayrep.com;01.12.89.58.15;33;MasterCard;5138139044511110;01/05/2025;1440958595398 46;Credentials specialist;House Works
1928;Australian;Kingsford;Sean;male;Mr.;6/3/1978;46;47 rue Goya;LE PERREUX-SUR-MARNE;IL;Île-de-France;94170;FR;France;SeanKingsford@gustr.com;01.21.96.35.00;33;MasterCard;5171568440672040;01/10/2029;1780644883639 14;Nuclear technician;Child World
1929;French;Clément;Thiery;male;Mr.;2/7/1986;38;3 Place Charles de Gaulle;VILLEMOMBLE;IL;Île-de-France;93250;FR;France;ThieryClement@teleworm.us;01.48.20.12.66;33;Visa;4539047860717260;01/11/2029;1860278315724 75;Industrial property manager;Crafts Canada
1930;United_Kingdom;Hayward;Anna;female;Mrs.;6/7/1943;81;44 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13002;FR;France;AnnaHayward@armyspy.com;04.63.79.19.64;33;MasterCard;5247958624726120;01/02/2025;2430661557239 51;Caulker;Solution Realty
1931;French;Covillon;Albracca;female;Mrs.;1/1/1999;25;72 rue Beauvau;MARSEILLE;PA;Provence-Alpes-Côte d'Azur;13001;FR;France;AlbraccaCovillon@teleworm.us;04.47.91.23.98;33;MasterCard;5362955764515650;01/07/2029;2990100118729 11;Office assistant;Museum Company
1932;Australian;Bellasis;Hugo;male;Mr.;10/9/1997;26;68 rue Isambard;FORT-DE-FRANCE;MQ;Martinique;97234;FR;France;HugoBellasis@rhyta.com;05.16.71.01.02;33;MasterCard;5372940849338760;01/05/2026;1971004132626 72;Chairperson of the board;Great Clothes
1933;French;Dupuis;Harriette;female;Ms.;1/8/1998;26;49 avenue Ferdinand de Lesseps;GRADIGNAN;AQ;Aquitaine;33170;FR;France;HarrietteDupuis@rhyta.com;05.49.56.41.19;33;Visa;4485806303927760;01/09/2025;2980119847516 06;Family services social worker;Pro Star Garden Management
1934;Igbo;Egobudike;Gboliwe;male;Mr.;1/30/1983;41;30 boulevard Amiral Courbet;OYONNAX;RA;Rhône-Alpes;1100;FR;France;GboliweEgobudike@fleckens.hu;04.62.22.83.02;33;Visa;4716712168560400;01/03/2026;1830134014022 68;Agricultural product grader;Monk Real Estate Service
1935;Eritrean;Kifle;Samuel;male;Dr.;3/27/1953;71;81 rue des six frères Ruellan;SANNOIS;IL;Île-de-France;95110;FR;France;SamuelKifle@fleckens.hu;01.61.81.51.08;33;MasterCard;5244249377601110;01/02/2025;1530386658739 14;Oral and maxillofacial radiologist;Golf Augusta Pro Shops
1936;Australian;Tulaba;Dylan;male;Mr.;5/29/1969;55;17 rue Grande Fusterie;BRUAY-LA-BUISSIÈRE;NP;Nord-Pas-de-Calais;62700;FR;France;DylanTulaba@jourrapide.com;02.04.01.12.98;33;MasterCard;5304971341245480;01/08/2025;1690544062522 63;Bookbinder;Webcom Business Services
1937;Hispanic;Peres;Katia;female;Ms.;3/21/1992;32;40 rue Jean Vilar;BEAUVAIS;PI;Picardie;60000;FR;France;KatiaPeresSoria@gustr.com;03.47.12.78.44;33;Visa;4916831762845690;01/05/2027;2920387081068 02;Decommissioning and decontamination (D&D) worker;Shoe Pavilion
1938;American;Arsenault;Roland;male;Mr.;10/20/1961;62;28 rue du Gue Jacquet;CHÂTILLON;IL;Île-de-France;92320;FR;France;RolandNArsenault@einrot.com;01.01.10.94.36;33;MasterCard;5316221243082530;01/08/2025;1611076660188 10;Time checker;Flexus
1939;Brazil;Goncalves;Gabrielly;female;Ms.;6/21/1941;83;50 rue du Général Ailleret;LES ABYMES;GD;Guadeloupe;97142;FR;France;GabriellyBarrosGoncalves@rhyta.com;05.48.77.83.61;33;Visa;4716881395836370;01/12/2027;2410676233151 46;Medical secretary;Yesterday's Records
1940;Eritrean;Petros;Omar;male;Mr.;3/24/1975;49;12 rue du Président Roosevelt;SARTROUVILLE;IL;Île-de-France;78500;FR;France;OmarPetros@rhyta.com;01.25.55.18.93;33;MasterCard;5297546528475500;01/08/2027;1750371145394 41;Rail-track laying and maintenance equipment operator;Netcom Business Services
1941;Brazil;Azevedo;Estevan;male;Mr.;1/9/1995;29;41 rue Descartes;SURESNES;IL;Île-de-France;92150;FR;France;EstevanFernandesAzevedo@einrot.com;01.31.56.25.48;33;MasterCard;5189009676775940;01/02/2026;1950165398460 71;Identification clerk;Sports Unlimited
1942;Hispanic;Gastelum;Fatima;female;Mrs.;3/31/1961;63;1 avenue Jean Portalis;TROYES;CA;Champagne-Ardenne;10000;FR;France;FatimaGastelumVerduzco@superrito.com;03.96.89.93.07;33;Visa;4539792846534130;01/11/2028;2610343742844 48;Bookkeeping clerk;Mr. AG's
1943;Hispanic;Benavides;Aracelia;female;Ms.;8/22/1979;45;17 Rue du Limas;BASSE-TERRE;GD;Guadeloupe;97100;FR;France;AraceliaBenavidesMorales@dayrep.com;05.09.38.76.51;33;Visa;4916095488519330;01/07/2026;2790829292173 21;Nuclear technician;O.K. Fairbanks
1944;Eritrean;Fikru;Efrem;male;Mr.;3/23/1955;69;85 avenue Voltaire;MAISONS-ALFORT;IL;Île-de-France;64700;FR;France;EfremFikru@teleworm.us;05.85.01.10.64;33;Visa;4539382029283430;01/02/2026;1550347494746 62;Electric motor repairer;Holly Tree Inn
1945;Igbo;Obinna;Chinweike;female;Ms.;6/8/1982;42;77 rue du Paillle en queue;LEVALLOIS-PERRET;IL;Île-de-France;92300;FR;France;ChinweikeObinna@armyspy.com;01.98.49.13.36;33;MasterCard;5103693715676980;01/05/2026;2820665919699 01;Oral pathologist;Witmark
1946;Hispanic;Corral;Senaida;female;Dr.;11/4/1947;76;26 rue du Président Roosevelt;SAUMUR;PL;Pays de la Loire;49400;FR;France;SenaidaCorralCadena@rhyta.com;02.30.42.66.48;33;Visa;4485020779328040;01/02/2029;2471142179731 44;Occupational health and safety specialist;Gemco
1947;American;Casey;Candace;female;Mrs.;11/5/1989;34;42 rue du Gue Jacquet;CHATOU;IL;Île-de-France;78400;FR;France;CandacePCasey@armyspy.com;01.86.74.32.06;33;MasterCard;5100905645143080;01/08/2029;2891136665459 39;Arborist;Pioneer Chicken
1948;Brazil;Oliveira;Tiago;male;Mr.;3/17/1973;51;67 rue de la République;LYON;RA;Rhône-Alpes;69001;FR;France;TiagoPintoOliveira@cuvox.de;04.76.64.33.28;33;Visa;4485497947799780;01/10/2029;1730325350306 72;Social worker;Monlinks
1949;German;Moeller;Anne;female;Mrs.;9/24/1959;65;84 Rue Hubert de Lisle;LORMONT;AQ;Aquitaine;33310;FR;France;AnneMoeller@gustr.com;05.75.88.49.28;33;Visa;4716944331944960;01/09/2025;2590978357745 82;Elevator constructor;Enviro Architectural Designs
1950;Eritrean;Girma;Hyiab;female;Ms.;7/2/1958;66;95 avenue de l'Amandier;BORDEAUX;AQ;Aquitaine;33000;FR;France;HyiabGirma@armyspy.com;05.52.43.74.01;33;MasterCard;5108327339906870;01/08/2025;2580798701778 70;Insurance claims and policy processing clerk;Strong Life
1951;Brazil;Rocha;Amanda;female;Mrs.;1/23/1995;29;67 Place du Jeu de Paume;VIGNEUX-SUR-SEINE;IL;Île-de-France;91270;FR;France;AmandaOliveiraRocha@einrot.com;01.00.92.53.53;33;Visa;4716308045721410;01/09/2029;2950182305994 72;General practitioner;Knockout Kickboxing
1952;Igbo;Dumetochukwu;Onyekaozulu;male;Mr.;12/17/1959;64;6 Boulevard de Normandie;FONTENAY-SOUS-BOIS;IL;Île-de-France;94120;FR;France;OnyekaozuluDumetochukwu@fleckens.hu;01.17.31.93.18;33;MasterCard;5552662183739220;01/11/2026;1591240107216 20;Electronic newsgathering operator;Eagle Hardware & Garden
1953;American;Williams;Terry;female;Mrs.;2/23/1970;54;73 Rue Bonnet;VITROLLES;PA;Provence-Alpes-Côte d'Azur;13127;FR;France;TerryKWilliams@fleckens.hu;04.39.97.61.74;33;Visa;4532450911667030;01/03/2026;2700250392621 37;Benefits director;Monk House Sales
1954;Eritrean;Brhane;Asmara;male;Mr.;11/5/1994;29;81 Place de la Gare;COLMAR;AL;Alsace;68000;FR;France;AsmaraBrhane@superrito.com;03.58.23.12.81;33;MasterCard;5427711967647990;01/04/2026;1941163595750 51;Mining and geological engineer;Simply Save
1955;Igbo;Onwughara;Onyebuchi;female;Ms.;12/25/1945;78;91 rue Bonneterie;MIRAMAS;PA;Provence-Alpes-Côte d'Azur;13140;FR;France;OnyebuchiOnwughara@fleckens.hu;04.75.09.78.87;33;MasterCard;5228126749779580;01/12/2025;2451254059019 72;Research chef;Dream Home Real Estate Service
1956;Igbo;Chiabuotu;Chiamaka;female;Ms.;4/7/1947;77;77 rue du Faubourg National;TARBES;MP;Midi-Pyrénées;65000;FR;France;ChiamakaChiabuotu@superrito.com;05.65.46.07.48;33;MasterCard;5315759310817930;01/06/2029;2470475951018 68;Embalmer;Platinum Interior Design
1957;Australian;Pollock;Logan;male;Mr.;3/11/2001;23;35 rue Goya;LE MOULE;GD;Guadeloupe;97160;FR;France;LoganPollock@gustr.com;05.22.31.33.15;33;Visa;4539142642667660;01/12/2028;1010332150282 26;Gynecologic sonographer;Komerci
1958;Hispanic;Gaitán;Gianmarco;male;Mr.;5/5/1958;66;4 rue de Penthièvre;PONTOISE;IL;Île-de-France;95000;FR;France;GianmarcoGaitanGodinez@fleckens.hu;03.86.97.99.29;33;MasterCard;5556130779306610;01/01/2029;1580507075034 50;DJ;Nutri G
1959;Eritrean;Biniam;Awate;male;Mr.;1/27/1980;44;86 rue Ernest Renan;CHOISY-LE-ROI;IL;Île-de-France;94600;FR;France;AwateBiniam@rhyta.com;01.55.70.42.66;33;MasterCard;5186928121387260;01/06/2025;1800110352360 85;Lease buyer;Joseph Magnin
1960;American;Anderson;David;male;Dr.;12/23/1987;36;73 Rue Roussy;OLIVET;CE;Centre;45160;FR;France;DavidCAnderson@jourrapide.com;02.32.08.40.16;33;Visa;4556245115211580;01/04/2026;1871213423559 30;Amusement machine repairer;First Choice Yard Help
1961;Australian;Wang;Dominic;male;Mr.;8/30/1963;61;93 Rue Joseph Vernet;BAR-LE-DUC;LO;Lorraine;55000;FR;France;DominicWang@gustr.com;03.23.01.57.33;33;Visa;4929653147112090;01/08/2029;163082B578676 23;Skills trainer;Odyssey Records & Tapes
1962;Hispanic;Alvarado;Quillén;female;Mrs.;9/13/2002;22;26 rue des Lacs;HERBLAY;IL;Île-de-France;95220;FR;France;QuillenAlvaradoArroyo@dayrep.com;01.66.08.42.59;33;MasterCard;5492648650942220;01/06/2029;2020968623931 23;Forensic nurse;Team Electronics
1963;American;Claypool;Stephanie;female;Ms.;8/9/2005;19;93 Rue St Ferréol;MEUDON-LA-FORÊT;IL;Île-de-France;92360;FR;France;StephanieRClaypool@cuvox.de;01.04.00.69.52;33;MasterCard;5564850790570240;01/09/2026;2050839596377 67;Apartment manager;Janeville
1964;German;Beyer;Max;male;Mr.;7/27/1982;42;41 Chemin Du Lavarin Sud;CALAIS;NP;Nord-Pas-de-Calais;62100;FR;France;MaxBeyer@gustr.com;03.39.23.91.25;33;MasterCard;5549463772240870;01/06/2026;1820714251051 16;Applicator;Magna Gases
1965;French;Bonneville;Pascal;male;Mr.;10/28/1989;34;77 rue Sadi Carnot;AURILLAC;AU;Auvergne;15000;FR;France;PascalBonneville@fleckens.hu;04.71.67.71.22;33;MasterCard;5509401957600530;01/12/2027;1891090052737 43;Hand packer;Fireball
1966;Brazil;Almeida;Tânia;female;Ms.;8/23/1952;72;13 rue Grande Fusterie;BRÉTIGNY-SUR-ORGE;IL;Île-de-France;91220;FR;France;TaniaGoncalvesAlmeida@armyspy.com;01.83.65.65.84;33;Visa;4532814876430060;01/04/2028;2520863186805 64;Aircraft rigging assembler;Handy City
1967;Hispanic;Carvajal;Ernestina;female;Ms.;6/18/1962;62;73 Place Charles de Gaulle;VILLENAVE-D'ORNON;AQ;Aquitaine;33140;FR;France;ErnestinaCarvajalSalcido@cuvox.de;05.27.31.36.90;33;MasterCard;5434587421572560;01/11/2028;2620616461063 93;Floor sander;Omni Source
1968;French;Francoeur;Crescent;female;Mrs.;4/15/1959;65;20 rue Lenotre;RENNES;BR;Bretagne;35200;FR;France;CrescentFrancoeur@teleworm.us;02.51.71.55.51;33;Visa;4532313193448730;01/07/2027;2590495585541 85;Career-technology teacher;Superior Interior Design
1969;German;Fassbinder;Maximilian;male;Mr.;12/3/1964;59;92 rue Marguerite;VIRY-CHÂTILLON;IL;Île-de-France;91170;FR;France;MaximilianFassbinder@teleworm.us;01.44.94.27.24;33;MasterCard;5285222941280810;01/09/2027;1641288841417 23;Public relations coordinator;Loblaws
1970;Hispanic;Gutiérrez;Severo;male;Mr.;11/18/1968;55;32 rue Ernest Renan;CHERBOURG;BN;Basse-Normandie;50100;FR;France;SeveroGutierrezOrellana@superrito.com;02.12.37.72.96;33;MasterCard;5531932469612300;01/11/2028;1681137389359 62;Administrative director;Burstein-Applebee
1971;United_Kingdom;Ford;David;male;Mr.;1/10/1963;61;45 rue Charles Corbeau;FÉCAMP;HN;Haute-Normandie;76400;FR;France;DavidFord@einrot.com;02.95.02.54.01;33;Visa;4556606946796620;01/03/2025;1630172239141 40;Nannie;Marianne
1972;American;Garcia;Francisco;male;Mr.;3/15/1997;27;65 Place de la Gare;COGNAC;PC;Poitou-Charentes;16100;FR;France;FranciscoHGarcia@superrito.com;05.14.98.03.48;33;MasterCard;5464716677367060;01/10/2027;1970317774477 92;Corporate administrative assistant;AM/PM Camp
1973;Eritrean;Iggi;Zula;female;Mrs.;8/1/1987;37;53 rue Porte d'Orange;CAYENNE;GY;Guyane;97300;FR;France;ZulaIggi@rhyta.com;05.66.34.14.27;33;Visa;4539703698069800;01/06/2026;2870816138400 08;Paper goods machine setter;Play Town
1974;Hispanic;Luján;Dennis;male;Mr.;3/28/1979;45;4 rue du Président Roosevelt;SAUMUR;PL;Pays de la Loire;49400;FR;France;DennisLujanBarela@superrito.com;02.00.68.67.26;33;Visa;4539829203869680;01/12/2025;1790325354359 90;Milling and planing machine tender;The Polka Dot Bear Tavern
1975;Igbo;Onuoha;Nwokezuike;male;Mr.;9/20/1999;25;3 rue Nationale;PARIS;IL;Île-de-France;75004;FR;France;NwokezuikeOnuoha@fleckens.hu;01.30.85.31.35;33;Visa;4929902413715270;01/10/2028;1990954866371 26;Media director;BASCO
1976;German;Fuerst;Tanja;female;Mrs.;6/23/1970;54;86 Avenue De Marlioz;ANNEMASSE;RA;Rhône-Alpes;74100;FR;France;TanjaFuerst@fleckens.hu;04.54.60.95.26;33;MasterCard;5239369201567350;01/04/2025;2700617047961 41;Prosthetics technician;The Wall
1977;Brazil;Castro;Felipe;male;Mr.;10/12/1957;66;95 rue de la Hulotais;SAINT-POL-SUR-MER;NP;Nord-Pas-de-Calais;59430;FR;France;FelipeBarbosaCastro@gustr.com;03.64.37.99.59;33;Visa;4716745777488330;01/10/2029;1571082876869 61;Budget analyst;Realty Solution
1978;German;Mahler;Markus;male;Mr.;4/13/1959;65;7 rue des Lacs;HÉNIN-BEAUMONT;NP;Nord-Pas-de-Calais;62110;FR;France;MarkusMahler@rhyta.com;03.11.38.90.18;33;MasterCard;5336629386246300;01/03/2026;1590404817259 85;Electrical drafter;Starship Tapes & Records
1979;Igbo;Ikechukwu;Akudinobi;female;Mrs.;3/16/1960;64;56 rue de Lille;ARMENTIÈRES;NP;Nord-Pas-de-Calais;59280;FR;France;AkudinobiIkechukwu@cuvox.de;03.05.37.70.95;33;MasterCard;5384656619837720;01/10/2029;2600313073556 22;Direct care worker;Specialty Restaurant Group
1980;German;Luft;Stefanie;female;Ms.;10/23/1981;42;4 rue Isambard;FRANCONVILLE-LA-GARENNE;IL;Île-de-France;95130;FR;France;StefanieLuft@armyspy.com;01.44.97.21.66;33;Visa;4485934275258800;01/10/2026;2811097570942 68;Paratransit driver;Yardbirds Home Center
1981;American;Hinds;Norma;female;Ms.;7/12/1949;75;55 cours Jean Jaures;BORDEAUX;AQ;Aquitaine;33300;FR;France;NormaMHinds@gustr.com;05.74.78.93.94;33;MasterCard;5547709352553260;01/10/2026;2490797632771 93;Marble setter;Zephyr Investments
1982;Eritrean;Aman;Daniel;male;Mr.;7/27/1953;71;88 Rue St Ferréol;METZ;LO;Lorraine;57070;FR;France;DanielAman@cuvox.de;03.84.08.20.99;33;Visa;4485139590717540;01/01/2027;1530700916155 94;Midwife;Twin Food Stores
1983;Igbo;Chijindum;Akobundu;male;Mr.;5/12/1977;47;96 avenue de l'Amandier;BOBIGNY;IL;Île-de-France;93000;FR;France;AkobunduChijindum@fleckens.hu;01.50.58.16.46;33;Visa;4485401612104090;01/02/2027;1770563593781 41;Osteopathic doctor;Sammy's Record Shack
1984;Australian;Eather;Gemma;female;Ms.;9/30/2001;23;13 rue de la Boétie;POINTE-À-PITRE;GD;Guadeloupe;97110;FR;France;GemmaEather@dayrep.com;05.48.47.30.40;33;Visa;4532537185023400;01/05/2025;2010918885443 64;Electrical power line repairer;System Star
1985;Brazil;Barros;Gabrielle;female;Ms.;2/11/1951;73;13 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-LOIRE;PL;Pays de la Loire;44230;FR;France;GabrielleFerreiraBarros@cuvox.de;02.50.46.90.64;33;MasterCard;5108857896683730;01/07/2025;2510293112039 59;Magistrate;Play Town
1986;American;Randle;Jennifer;female;Mrs.;10/10/1992;31;22 rue Reine Elisabeth;MENTON;PA;Provence-Alpes-Côte d'Azur;6500;FR;France;JenniferDRandle@rhyta.com;04.72.40.19.40;33;MasterCard;5140753499773950;01/06/2029;2921033766919 56;Explosives worker;Littler's
1987;French;Louis;Clothilde;female;Ms.;9/14/1964;60;37 rue de la Mare aux Carats;MONTPELLIER;LN;Languedoc-Roussillon;34070;FR;France;ClothildeLouis@fleckens.hu;04.24.19.88.33;33;Visa;4716280699367760;01/01/2028;2640973438716 93;Clothing designer;Prospa-Pal
1988;American;McMurry;Anthony;male;Mr.;11/7/1982;41;38 avenue du Marechal Juin;SAINT-LÔ;BN;Basse-Normandie;50000;FR;France;AnthonyTMcMurry@teleworm.us;02.66.93.20.15;33;MasterCard;5506371616053640;01/03/2026;1821172943356 50;PBX installer;id Boutiques
1989;Hispanic;Madera;Angus;male;Mr.;7/4/1947;77;57 Square de la Couronne;PARIS;IL;Île-de-France;75001;FR;France;AngusMaderaValdes@teleworm.us;01.17.81.71.71;33;Visa;4716590213189800;01/09/2027;1470746129701 94;Insulation worker;Foot Quarters
1990;German;Bader;Lukas;male;Mr.;4/1/1988;36;85 rue Ernest Renan;CHOLET;PL;Pays de la Loire;49300;FR;France;LukasBader@fleckens.hu;02.58.85.39.60;33;MasterCard;5282495172624740;01/12/2029;1880438694307 30;Electronic technician;Better Business Ideas and Services
1991;American;Slaton;Marcus;male;Mr.;1/31/1957;67;47 rue de la République;LYON;RA;Rhône-Alpes;69002;FR;France;MarcusCSlaton@cuvox.de;04.45.23.71.60;33;MasterCard;5476022035047730;01/02/2026;1570128601426 77;Segmental paver;Happy Family
1992;American;Nurse;Andrea;female;Mrs.;12/20/1944;79;2 boulevard d'Alsace;VÉNISSIEUX;RA;Rhône-Alpes;69200;FR;France;AndreaBNurse@teleworm.us;04.71.88.29.92;33;Visa;4916026327933830;01/03/2027;2441275970222 54;Customer service representative;Target Realty
1993;German;Diederich;Matthias;male;Mr.;8/21/1989;35;89 Place du Jeu de Paume;VIENNE;RA;Rhône-Alpes;38200;FR;France;MatthiasDiederich@teleworm.us;04.84.11.59.12;33;Visa;4916101472886310;01/03/2028;1890833247114 09;Market research analyst;Mars Music
1994;Igbo;Chinwenma;Nnamutaezinwa;male;Mr.;6/30/1985;39;93 rue Adolphe Wurtz;LE PLESSIS-ROBINSON;IL;Île-de-France;92350;FR;France;NnamutaezinwaChinwenma@superrito.com;01.37.34.91.83;33;MasterCard;5263432972695030;01/04/2028;1850641765931 90;Medical social worker;Egghead Software
1995;Australian;Furnell;Oliver;male;Mr.;6/17/1996;28;18 rue Jean-Monnet;GONESSE;IL;Île-de-France;95500;FR;France;OliverFurnell@gustr.com;01.04.90.79.74;33;MasterCard;5532253570204610;01/08/2027;1960629751344 09;Tree trimmer;Britling Cafeterias
1996;French;Galarneau;Genevre;female;Ms.;5/4/1969;55;61 rue Lenotre;RENNES;BR;Bretagne;35000;FR;France;GenevreGalarneau@armyspy.com;02.47.79.57.16;33;MasterCard;5233438979593880;01/07/2027;2690518680685 54;Office helper;Your Choices
1997;United_Kingdom;Wall;Mohammad;male;Mr.;11/17/1973;50;6 avenue Ferdinand de Lesseps;GRADIGNAN;AQ;Aquitaine;33170;FR;France;MohammadWall@rhyta.com;05.78.34.42.49;33;MasterCard;5258462904330630;01/08/2025;1731171094484 58;Employment manager;Monsource
1998;Brazil;Fernandes;Júlia;female;Ms.;9/15/1942;82;41 route de Lyon;ISSY-LES-MOULINEAUX;IL;Île-de-France;92130;FR;France;JuliaCostaFernandes@rhyta.com;01.91.38.64.55;33;Visa;4929831642921970;01/01/2028;2420956307809 35;Crushing, grinding, and polishing machine operator;Your Choices
1999;United_Kingdom;Porter;David;male;Dr.;3/12/1982;42;13 Rue de Strasbourg;CLICHY;IL;Île-de-France;92110;FR;France;DavidPorter@fleckens.hu;01.95.63.00.21;33;MasterCard;5253601320040400;01/05/2025;1820386021215 88;Educational counselor;Life's Gold
2000;Igbo;Azikiwe;Fumnanya;female;Ms.;9/1/1946;78;68 Square de la Couronne;PANTIN;IL;Île-de-France;93500;FR;France;FumnanyaAzikiwe@einrot.com;01.62.53.53.81;33;Visa;4539227832681820;01/12/2029;2460910835437 66;Seismologist;Body Fate
2001;French;Chalifour;Marguerite;female;Ms.;7/17/1965;59;56 Rue Bonnet;VITRY-SUR-SEINE;IL;Île-de-France;94400;FR;France;MargueriteChalifour@cuvox.de;01.82.14.24.81;33;MasterCard;5504613304243450;01/02/2027;2650757840513 33;Digital electronic prepress worker;Buehler Foods
2002;Hispanic;Cotto;Adonis;male;Mr.;5/1/1989;35;32 rue Marguerite;VIRY-CHÂTILLON;IL;Île-de-France;91170;FR;France;AdonisCottoCarrera@cuvox.de;01.49.65.14.99;33;MasterCard;5281556122665010;01/02/2029;1890580802238 57;Operations director;Jacob Reed and Sons
2003;Igbo;Chifo;Chukwuemeka;male;Mr.;9/8/1998;26;22 route de Lyon;ISSY-LES-MOULINEAUX;IL;Île-de-France;92130;FR;France;ChukwuemekaChifo@rhyta.com;01.90.32.26.81;33;Visa;4916162068706380;01/02/2028;1980953846366 28;Nutrition director;Kleinhans
2004;American;Arnold;David;male;Mr.;12/9/1948;75;11 rue Banaudon;LYON;RA;Rhône-Alpes;69008;FR;France;DavidCArnold@gustr.com;04.19.41.45.47;33;MasterCard;5160621993061330;01/01/2026;1481245187465 06;Aircraft and avionics equipment mechanic;Movie Gallery
